0 0 2353.500000 
0 1 2353.500000 
0 1 2266.000000 
0 2 2266.000000 
0 2 2267.000000 
0 3 2267.000000 
0 3 2368.000000 
0 4 2368.000000 
0 4 2279.500000 
0 5 2279.500000 
0 5 1531.000000 
0 6 1531.000000 
0 6 2325.500000 
0 7 2325.500000 
0 7 2267.000000 
0 8 2267.000000 
0 8 2276.500000 
0 9 2276.500000 
0 9 2291.500000 
0 10 2291.500000 
0 10 2277.000000 
0 11 2277.000000 
0 11 2299.500000 
0 12 2299.500000 
0 12 2322.500000 
0 13 2322.500000 
0 13 2329.000000 
0 14 2329.000000 
0 14 2299.000000 
0 15 2299.000000 
0 15 2323.500000 
0 16 2323.500000 
0 16 2318.000000 
0 17 2318.000000 
0 17 2305.000000 
0 18 2305.000000 
0 18 2282.500000 
0 19 2282.500000 
0 19 2324.000000 
0 20 2324.000000 
0 20 2303.000000 
0 21 2303.000000 
0 21 2326.000000 
0 22 2326.000000 
0 22 2378.000000 
0 23 2378.000000 
0 23 2327.500000 
0 24 2327.500000 
0 24 1628.500000 
0 25 1628.500000 
0 25 2337.000000 
0 26 2337.000000 
0 26 2334.000000 
0 27 2334.000000 
0 27 2386.000000 
0 28 2386.000000 
0 28 2347.500000 
0 29 2347.500000 
0 29 2286.000000 
0 30 2286.000000 
0 30 2316.000000 
0 31 2316.000000 
0 31 2329.000000 
0 32 2329.000000 
0 32 0.000000 

1 0 2353.500000 
1 1 2353.500000 
1 1 2266.000000 
1 2 2266.000000 
1 2 2267.000000 
1 3 2267.000000 
1 3 2368.000000 
1 4 2368.000000 
1 4 2279.500000 
1 5 2279.500000 
1 5 1531.000000 
1 6 1531.000000 
1 6 2325.500000 
1 7 2325.500000 
1 7 2267.000000 
1 8 2267.000000 
1 8 2276.500000 
1 9 2276.500000 
1 9 2291.500000 
1 10 2291.500000 
1 10 2277.000000 
1 11 2277.000000 
1 11 2299.500000 
1 12 2299.500000 
1 12 2322.500000 
1 13 2322.500000 
1 13 2329.000000 
1 14 2329.000000 
1 14 2299.000000 
1 15 2299.000000 
1 15 2323.500000 
1 16 2323.500000 
1 16 2318.000000 
1 17 2318.000000 
1 17 2305.000000 
1 18 2305.000000 
1 18 2282.500000 
1 19 2282.500000 
1 19 2324.000000 
1 20 2324.000000 
1 20 2303.000000 
1 21 2303.000000 
1 21 2326.000000 
1 22 2326.000000 
1 22 2378.000000 
1 23 2378.000000 
1 23 2327.500000 
1 24 2327.500000 
1 24 1628.500000 
1 25 1628.500000 
1 25 2337.000000 
1 26 2337.000000 
1 26 2334.000000 
1 27 2334.000000 
1 27 2386.000000 
